1.983000000000000000e+04,9.952000000000000000e+03
1.983500000000000000e+04,9.987000000000000000e+03
1.984000000000000000e+04,1.001600000000000000e+04
1.984500000000000000e+04,1.004000000000000000e+04
1.985000000000000000e+04,1.006500000000000000e+04
1.985500000000000000e+04,1.010400000000000000e+04
1.986000000000000000e+04,1.015200000000000000e+04
1.986500000000000000e+04,1.018200000000000000e+04
1.987000000000000000e+04,1.021100000000000000e+04
1.987500000000000000e+04,1.024500000000000000e+04
1.988000000000000000e+04,1.030900000000000000e+04
1.988500000000000000e+04,1.040100000000000000e+04
1.989000000000000000e+04,1.051800000000000000e+04
1.989500000000000000e+04,1.059700000000000000e+04
1.990000000000000000e+04,1.067500000000000000e+04
1.990500000000000000e+04,1.072300000000000000e+04
1.991000000000000000e+04,1.076700000000000000e+04
1.991500000000000000e+04,1.080600000000000000e+04
1.992000000000000000e+04,1.077700000000000000e+04
1.992500000000000000e+04,1.067000000000000000e+04
1.993000000000000000e+04,1.039600000000000000e+04
1.993500000000000000e+04,1.019600000000000000e+04
1.994000000000000000e+04,1.012300000000000000e+04
1.994500000000000000e+04,1.007900000000000000e+04
1.995000000000000000e+04,9.996000000000000000e+03
1.995500000000000000e+04,9.874000000000000000e+03
1.996000000000000000e+04,9.777000000000000000e+03
1.996500000000000000e+04,9.777000000000000000e+03
1.997000000000000000e+04,9.816000000000000000e+03
1.997500000000000000e+04,9.816000000000000000e+03
1.998000000000000000e+04,9.796000000000000000e+03
1.998500000000000000e+04,9.796000000000000000e+03
1.999000000000000000e+04,9.801000000000000000e+03
1.999500000000000000e+04,9.821000000000000000e+03
2.000000000000000000e+04,9.845000000000000000e+03
2.000500000000000000e+04,9.869000000000000000e+03
2.001000000000000000e+04,9.894000000000000000e+03
2.001500000000000000e+04,9.913000000000000000e+03
2.002000000000000000e+04,9.913000000000000000e+03
2.002500000000000000e+04,9.908000000000000000e+03
2.003000000000000000e+04,9.894000000000000000e+03
2.003500000000000000e+04,9.894000000000000000e+03
2.004000000000000000e+04,9.894000000000000000e+03
2.004500000000000000e+04,9.894000000000000000e+03
2.005000000000000000e+04,9.894000000000000000e+03
2.005500000000000000e+04,9.889000000000000000e+03
2.006000000000000000e+04,9.889000000000000000e+03
2.006500000000000000e+04,9.889000000000000000e+03
2.007000000000000000e+04,9.889000000000000000e+03
2.007500000000000000e+04,9.894000000000000000e+03
2.008000000000000000e+04,9.894000000000000000e+03
2.008500000000000000e+04,9.894000000000000000e+03
2.009000000000000000e+04,9.894000000000000000e+03
2.009500000000000000e+04,9.894000000000000000e+03
2.010000000000000000e+04,9.894000000000000000e+03
2.010500000000000000e+04,9.894000000000000000e+03
2.011000000000000000e+04,9.899000000000000000e+03
2.011500000000000000e+04,9.899000000000000000e+03
2.012000000000000000e+04,9.899000000000000000e+03
2.012500000000000000e+04,9.899000000000000000e+03
2.013000000000000000e+04,9.899000000000000000e+03
2.013500000000000000e+04,9.894000000000000000e+03
2.014000000000000000e+04,9.899000000000000000e+03
2.014500000000000000e+04,9.899000000000000000e+03
2.015000000000000000e+04,9.899000000000000000e+03
2.015500000000000000e+04,9.904000000000000000e+03
2.016000000000000000e+04,9.904000000000000000e+03
2.016500000000000000e+04,9.904000000000000000e+03
2.017000000000000000e+04,9.904000000000000000e+03
2.017500000000000000e+04,9.908000000000000000e+03
2.018000000000000000e+04,9.904000000000000000e+03
2.018500000000000000e+04,9.904000000000000000e+03
2.019000000000000000e+04,9.899000000000000000e+03
2.019500000000000000e+04,9.894000000000000000e+03
2.020000000000000000e+04,9.894000000000000000e+03
2.020500000000000000e+04,9.899000000000000000e+03
2.021000000000000000e+04,9.904000000000000000e+03
2.021500000000000000e+04,9.908000000000000000e+03
2.022000000000000000e+04,9.908000000000000000e+03
2.022500000000000000e+04,9.913000000000000000e+03
2.023000000000000000e+04,9.913000000000000000e+03
2.023500000000000000e+04,9.908000000000000000e+03
2.024000000000000000e+04,9.908000000000000000e+03
2.024500000000000000e+04,9.904000000000000000e+03
2.025000000000000000e+04,9.904000000000000000e+03
2.025500000000000000e+04,9.913000000000000000e+03
2.026000000000000000e+04,9.913000000000000000e+03
2.026500000000000000e+04,9.918000000000000000e+03
2.027000000000000000e+04,9.918000000000000000e+03
2.027500000000000000e+04,9.933000000000000000e+03
2.028000000000000000e+04,9.933000000000000000e+03
2.028500000000000000e+04,9.933000000000000000e+03
2.029000000000000000e+04,9.938000000000000000e+03
2.029500000000000000e+04,9.938000000000000000e+03
2.030000000000000000e+04,9.933000000000000000e+03
2.030500000000000000e+04,9.938000000000000000e+03
2.031000000000000000e+04,9.938000000000000000e+03
2.031500000000000000e+04,9.948000000000000000e+03
2.032000000000000000e+04,9.948000000000000000e+03
2.032500000000000000e+04,9.948000000000000000e+03
2.033000000000000000e+04,9.948000000000000000e+03
2.033500000000000000e+04,9.948000000000000000e+03
2.034000000000000000e+04,9.952000000000000000e+03
2.034500000000000000e+04,9.957000000000000000e+03
2.035000000000000000e+04,9.962000000000000000e+03
2.035500000000000000e+04,9.962000000000000000e+03
2.036000000000000000e+04,9.962000000000000000e+03
2.036500000000000000e+04,9.952000000000000000e+03
2.037000000000000000e+04,9.952000000000000000e+03
2.037500000000000000e+04,9.957000000000000000e+03
2.038000000000000000e+04,9.967000000000000000e+03
2.038500000000000000e+04,9.972000000000000000e+03
2.039000000000000000e+04,9.972000000000000000e+03
2.039500000000000000e+04,9.982000000000000000e+03
2.040000000000000000e+04,9.982000000000000000e+03
2.040500000000000000e+04,9.987000000000000000e+03
2.041000000000000000e+04,9.987000000000000000e+03
