I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-13.880000000000003,11.616,17.784,-2.567999999999998,-9.392,15.200000000000003,33.552,-1.216000000000001,-12.104,-8.063999999999993,-3.1599999999999966,-3.7439999999999998
-13.880000000000003,15.616,21.784,-4.567999999999998,-11.392,19.200000000000003,40.552,1.783999999999999,-10.104,-5.063999999999993,-1.1599999999999966,-1.7439999999999998
-12.880000000000003,18.616,25.784,-6.567999999999998,-14.392,22.200000000000003,48.552,4.783999999999999,-8.104,-2.063999999999993,1.8400000000000034,1.2560000000000002
-11.880000000000003,21.616,29.784,-8.567999999999998,-17.392,26.200000000000003,57.552,7.783999999999999,-5.103999999999999,0.936000000000007,3.8400000000000034,3.2560000000000002
-10.880000000000003,25.616,32.784,-10.567999999999998,-20.392,29.200000000000003,66.55199999999999,10.783999999999999,-3.103999999999999,3.936000000000007,6.840000000000003,5.256
-9.880000000000003,28.616,36.784,-12.567999999999998,-22.392,33.2,75.55199999999999,13.783999999999999,-1.1039999999999992,6.936000000000007,9.840000000000003,8.256
-9.880000000000003,31.616,40.784,-14.567999999999998,-25.392,36.2,84.55199999999999,16.784,1.8960000000000008,9.936000000000007,11.840000000000003,10.256
-8.880000000000003,35.616,43.784,-16.567999999999998,-28.392,39.2,93.55199999999999,20.784,3.896000000000001,12.936000000000007,14.840000000000003,13.256
-3.8800000000000026,40.616,46.784,-20.567999999999998,-27.392,43.2,92.55199999999999,22.784,6.896000000000001,15.936000000000007,16.840000000000003,15.256
2.1199999999999974,46.616,48.784,-26.567999999999998,-24.392,46.2,87.55199999999999,24.784,9.896,19.936000000000007,19.840000000000003,18.256
8.119999999999997,52.616,50.784,-32.568,-21.392,50.2,82.55199999999999,27.784,13.896,22.936000000000007,22.840000000000003,21.256
14.119999999999997,59.616,52.784,-37.568,-18.392,53.2,78.55199999999999,29.784,16.896,26.936000000000007,25.840000000000003,24.256
20.119999999999997,65.616,54.784,-43.568,-16.392,57.2,73.55199999999999,31.784,20.896,29.936000000000007,28.840000000000003,26.256
26.119999999999997,71.616,56.784,-48.568,-13.392,60.2,68.55199999999999,34.784,23.896,33.93600000000001,31.840000000000003,29.256
32.12,78.616,58.784,-54.568,-10.392,63.2,63.552,36.784,26.896,36.93600000000001,34.84,32.256
33.12,77.616,55.784,-54.568,-8.392,62.2,54.552,33.784,26.896,36.93600000000001,35.84,33.256
32.12,74.616,51.784,-53.568,-6.392,59.2,45.552,27.784,24.896,35.93600000000001,36.84,35.256
31.119999999999997,71.616,47.784,-52.568,-5.392,56.2,34.552,21.784,22.896,33.93600000000001,38.84,36.256
30.119999999999997,67.616,42.784,-50.568,-4.392,53.2,24.552,15.783999999999999,21.896,31.936000000000007,39.84,38.256
29.119999999999997,64.616,38.784,-49.568,-2.3920000000000003,50.2,14.552,10.783999999999999,19.896,29.936000000000007,40.84,39.256
28.119999999999997,61.616,33.784,-47.568,-0.39200000000000035,47.2,3.5519999999999996,4.783999999999999,17.896,28.936000000000007,41.84,41.256
27.119999999999997,57.616,29.784,-46.568,1.6079999999999997,43.2,-6.448,-1.216000000000001,15.896,26.936000000000007,42.84,42.256
29.119999999999997,53.616,22.784,-44.568,5.608,38.2,-12.448,-4.216000000000001,13.896,25.936000000000007,42.84,42.256
33.12,48.616,14.783999999999999,-43.568,10.608,31.200000000000003,-15.448,-5.216000000000001,10.896,24.936000000000007,41.84,41.256
36.12,43.616,6.783999999999999,-41.568,16.608,25.200000000000003,-18.448,-7.216000000000001,7.896000000000001,22.936000000000007,40.84,40.256
40.12,38.616,-1.216000000000001,-39.568,21.608,18.200000000000003,-22.448,-9.216000000000001,4.896000000000001,21.936000000000007,39.84,39.256
43.12,32.616,-9.216000000000001,-37.568,26.608,12.200000000000003,-25.448,-11.216000000000001,1.8960000000000008,20.936000000000007,38.84,38.256
47.12,27.616,-17.216,-36.568,32.608,5.200000000000003,-28.448,-12.216000000000001,-1.1039999999999992,19.936000000000007,37.84,38.256
50.12,22.616,-25.216,-34.568,37.608,-0.7999999999999972,-31.448,-14.216000000000001,-4.103999999999999,18.936000000000007,36.84,37.256
47.12,17.616,-26.216,-29.567999999999998,36.608,-4.799999999999997,-29.448,-16.216,-7.103999999999999,15.936000000000007,32.84,33.256
40.12,11.616,-23.216,-24.567999999999998,32.608,-5.799999999999997,-23.448,-18.216,-10.104,12.936000000000007,28.840000000000003,28.256
33.12,6.616,-21.216,-18.567999999999998,28.608,-7.799999999999997,-18.448,-20.216,-13.104,9.936000000000007,23.840000000000003,23.256
26.119999999999997,0.6159999999999997,-19.216,-12.567999999999998,24.608,-9.799999999999997,-12.448,-22.216,-16.104,5.936000000000007,19.840000000000003,19.256
19.119999999999997,-5.384,-16.216,-6.567999999999998,20.608,-11.799999999999997,-6.448,-24.216,-19.104,2.936000000000007,14.840000000000003,14.256
12.119999999999997,-10.384,-14.216000000000001,-0.5679999999999978,17.608,-12.799999999999997,-1.4480000000000004,-26.216,-22.104,-0.06399999999999295,9.840000000000003,9.256
5.119999999999997,-16.384,-11.216000000000001,5.432000000000002,13.608,-14.799999999999997,4.552,-28.216,-25.104,-3.063999999999993,5.840000000000003,4.256
-1.8800000000000026,-23.384,-13.216000000000001,11.432000000000002,10.608,-18.799999999999997,7.552,-31.216,-29.104,-8.063999999999993,1.8400000000000034,0.2560000000000002
-7.880000000000003,-31.384,-16.216,19.432000000000002,7.608,-23.799999999999997,10.552,-34.216,-33.104,-12.063999999999993,-2.1599999999999966,-3.7439999999999998
-13.880000000000003,-39.384,-19.216,26.432000000000002,5.608,-28.799999999999997,12.552,-37.216,-38.104,-17.063999999999993,-5.159999999999997,-6.744
-19.880000000000003,-48.384,-22.216,33.432,2.6079999999999997,-33.8,15.552,-40.216,-43.104,-21.063999999999993,-9.159999999999997,-10.744
-25.880000000000003,-56.384,-25.216,40.432,-0.39200000000000035,-38.8,18.552,-43.216,-48.104,-26.063999999999993,-13.159999999999997,-14.744
-31.880000000000003,-64.384,-28.216,47.432,-2.3920000000000003,-43.8,20.552,-46.216,-52.104,-31.063999999999993,-17.159999999999997,-18.744
-38.88,-72.384,-31.216,54.432,-5.392,-48.8,23.552,-49.216,-57.104,-35.06399999999999,-20.159999999999997,-21.744
-39.88,-74.384,-32.216,56.432,-5.392,-50.8,21.552,-51.216,-61.104,-38.06399999999999,-23.159999999999997,-24.744
-38.88,-72.384,-34.216,54.432,-4.392,-51.8,17.552,-55.216,-64.104,-40.06399999999999,-24.159999999999997,-26.744
-37.88,-71.384,-35.216,53.432,-3.3920000000000003,-52.8,12.552,-58.216,-67.104,-42.06399999999999,-26.159999999999997,-27.744
-36.88,-70.384,-36.216,52.432,-2.3920000000000003,-53.8,8.552,-62.216,-70.104,-44.06399999999999,-28.159999999999997,-29.744
-35.88,-68.384,-38.216,50.432,-1.3920000000000003,-54.8,4.552,-65.21600000000001,-73.104,-47.06399999999999,-30.159999999999997,-31.744
-35.88,-67.384,-39.216,49.432,-0.39200000000000035,-54.8,0.5519999999999996,-69.21600000000001,-76.104,-49.06399999999999,-31.159999999999997,-33.744
-34.88,-66.384,-40.216,48.432,0.6079999999999997,-55.8,-3.4480000000000004,-72.21600000000001,-79.104,-51.06399999999999,-33.16,-35.744
-32.88,-66.384,-40.216,48.432,1.6079999999999997,-55.8,-4.448,-73.21600000000001,-79.104,-52.06399999999999,-34.16,-34.744
-31.880000000000003,-67.384,-40.216,49.432,1.6079999999999997,-55.8,-3.4480000000000004,-73.21600000000001,-79.104,-53.06399999999999,-34.16,-32.744
-29.880000000000003,-69.384,-39.216,49.432,2.6079999999999997,-54.8,-3.4480000000000004,-72.21600000000001,-78.104,-54.06399999999999,-34.16,-31.744
-27.880000000000003,-70.384,-39.216,50.432,3.6079999999999997,-54.8,-2.4480000000000004,-71.21600000000001,-77.104,-55.06399999999999,-35.16,-29.744
-25.880000000000003,-71.384,-38.216,51.432,3.6079999999999997,-53.8,-1.4480000000000004,-71.21600000000001,-77.104,-56.06399999999999,-35.16,-27.744
-24.880000000000003,-72.384,-38.216,52.432,4.608,-53.8,-0.4480000000000004,-70.21600000000001,-76.104,-56.06399999999999,-35.16,-25.744
-22.880000000000003,-73.384,-38.216,52.432,4.608,-53.8,-0.4480000000000004,-70.21600000000001,-76.104,-57.06399999999999,-35.16,-23.744
-23.880000000000003,-73.384,-39.216,53.432,5.608,-53.8,-1.4480000000000004,-69.21600000000001,-75.104,-57.06399999999999,-36.16,-23.744
-24.880000000000003,-73.384,-40.216,53.432,6.608,-54.8,-3.4480000000000004,-68.21600000000001,-74.104,-55.06399999999999,-36.16,-25.744
-26.880000000000003,-73.384,-42.216,53.432,8.608,-55.8,-4.448,-67.21600000000001,-72.104,-54.06399999999999,-37.16,-26.744
-28.880000000000003,-72.384,-43.216,53.432,9.608,-56.8,-6.448,-66.21600000000001,-71.104,-53.06399999999999,-37.16,-27.744
-30.880000000000003,-72.384,-45.216,53.432,10.608,-57.8,-8.448,-65.21600000000001,-70.104,-51.06399999999999,-38.16,-29.744
-31.880000000000003,-72.384,-46.216,53.432,11.608,-58.8,-10.448,-64.21600000000001,-69.104,-50.06399999999999,-38.16,-30.744
-33.88,-72.384,-48.216,53.432,12.608,-59.8,-12.448,-63.216,-68.104,-49.06399999999999,-38.16,-31.744
-34.88,-71.384,-46.216,52.432,11.608,-58.8,-14.448,-63.216,-68.104,-49.06399999999999,-37.16,-31.744
-34.88,-69.384,-43.216,52.432,8.608,-55.8,-16.448,-64.21600000000001,-69.104,-50.06399999999999,-36.16,-31.744
-35.88,-68.384,-41.216,51.432,5.608,-53.8,-18.448,-65.21600000000001,-70.104,-51.06399999999999,-34.16,-31.744
-35.88,-66.384,-37.216,51.432,2.6079999999999997,-50.8,-20.448,-66.21600000000001,-71.104,-52.06399999999999,-33.16,-30.744
-36.88,-65.384,-34.216,50.432,-0.39200000000000035,-47.8,-23.448,-67.21600000000001,-72.104,-53.06399999999999,-31.159999999999997,-30.744
-36.88,-63.384,-31.216,50.432,-3.3920000000000003,-45.8,-25.448,-68.21600000000001,-72.104,-54.06399999999999,-30.159999999999997,-30.744
-36.88,-62.384,-28.216,50.432,-5.392,-42.8,-27.448,-69.21600000000001,-73.104,-55.06399999999999,-28.159999999999997,-30.744
-35.88,-61.384,-26.216,48.432,-5.392,-41.8,-25.448,-68.21600000000001,-73.104,-55.06399999999999,-28.159999999999997,-29.744
-34.88,-59.384,-26.216,47.432,-5.392,-41.8,-21.448,-66.21600000000001,-72.104,-55.06399999999999,-28.159999999999997,-27.744
-32.88,-58.384,-26.216,45.432,-4.392,-40.8,-17.448,-64.21600000000001,-71.104,-54.06399999999999,-29.159999999999997,-26.744
-31.880000000000003,-57.384,-25.216,44.432,-3.3920000000000003,-39.8,-13.448,-62.216,-70.104,-53.06399999999999,-30.159999999999997,-24.744
-29.880000000000003,-55.384,-25.216,42.432,-2.3920000000000003,-39.8,-9.448,-60.216,-69.104,-53.06399999999999,-30.159999999999997,-23.744
-28.880000000000003,-54.384,-25.216,41.432,-1.3920000000000003,-38.8,-5.448,-58.216,-69.104,-52.06399999999999,-31.159999999999997,-21.744
-26.880000000000003,-53.384,-25.216,39.432,-0.39200000000000035,-38.8,-1.4480000000000004,-56.216,-68.104,-52.06399999999999,-31.159999999999997,-20.744
-30.880000000000003,-65.384,-33.216,47.432,2.6079999999999997,-48.8,17.552,-33.216,-75.104,-66.064,-46.16,-32.744
-36.88,-83.384,-45.216,59.432,5.608,-64.8,43.552,2.783999999999999,-87.104,-87.064,-66.16,-52.744
-42.88,-100.384,-58.216,71.432,9.608,-78.8,68.55199999999999,37.784,-99.104,-107.064,-87.16,-71.744
-48.88,-119.384,-71.21600000000001,83.432,12.608,-94.8,94.55199999999999,73.78399999999999,-110.104,-128.064,-107.16,-89.744
-53.88,-137.38400000000001,-84.21600000000001,95.432,16.608,-109.8,121.55199999999999,108.78399999999999,-121.104,-149.064,-128.16,-109.744
-59.88,-155.38400000000001,-96.21600000000001,107.432,19.608,-125.8,147.552,143.784,-133.10399999999998,-170.064,-149.16,-128.744
-65.88,-173.38400000000001,-109.21600000000001,119.432,22.608,-140.8,173.552,179.784,-145.10399999999998,-191.064,-170.16,-147.744
-53.88,-143.38400000000001,-91.21600000000001,98.432,20.608,-116.8,188.552,252.784,-85.104,-154.064,-147.16,-130.744
-32.88,-90.384,-58.216,61.432,14.608,-72.8,198.552,344.784,11.896,-88.064,-104.16,-96.744
-11.880000000000003,-35.384,-26.216,23.432000000000002,8.608,-29.799999999999997,208.552,436.784,107.896,-23.063999999999993,-60.16,-62.744
10.119999999999997,18.616,6.783999999999999,-14.567999999999998,2.6079999999999997,13.200000000000003,218.552,528.784,204.89600000000002,42.93600000000001,-16.159999999999997,-28.744
32.12,73.616,39.784,-52.568,-3.3920000000000003,57.2,228.552,621.784,300.896,107.936,28.840000000000003,6.256
54.12,127.616,72.78399999999999,-90.568,-8.392,101.2,238.552,713.784,397.896,173.936,72.84,40.256
75.12,181.61599999999999,105.78399999999999,-128.56799999999998,-14.392,145.2,248.552,805.784,493.896,239.936,116.84,75.256
137.12,294.616,145.784,-215.56799999999998,-6.392,228.2,191.552,803.784,661.896,396.93600000000004,216.84,154.256
218.12,435.616,188.784,-326.568,7.608,330.2,100.55199999999999,754.784,866.896,599.936,344.84000000000003,256.256
300.12,576.616,231.784,-437.568,22.608,432.2,10.552,704.784,1070.896,803.936,472.84000000000003,358.256
381.12,717.616,275.784,-548.568,37.608,534.2,-80.44800000000001,655.784,1274.896,1006.936,600.84,459.256
463.12,858.616,318.784,-659.568,52.608,637.2,-170.448,606.784,1478.896,1209.936,728.84,561.256
545.12,999.616,361.784,-770.568,67.608,739.2,-261.448,557.784,1682.896,1413.936,855.84,663.256
626.12,1140.616,404.784,-881.568,82.608,841.2,-352.448,508.784,1886.896,1616.936,983.84,764.256
632.12,1159.616,432.784,-894.568,78.608,856.2,-479.448,278.784,1822.896,1633.936,1054.84,827.256
600.12,1115.616,453.784,-856.568,64.608,826.2,-625.448,-42.216,1622.896,1556.936,1095.84,870.256
568.12,1071.616,473.784,-818.568,49.608,797.2,-771.448,-363.216,1423.896,1479.936,1136.84,913.256
536.12,1028.616,494.784,-781.568,35.608,767.2,-917.448,-684.216,1224.896,1402.936,1177.84,956.256
504.12,984.616,514.784,-743.568,21.608,738.2,-1062.448,-1006.216,1024.896,1325.936,1218.84,1000.256
471.12,941.616,535.784,-706.568,7.608,708.2,-1208.448,-1327.216,825.896,1248.936,1259.84,1043.256
439.12,897.616,555.784,-668.568,-6.392,678.2,-1354.448,-1648.216,625.896,1172.936,1300.84,1086.256
395.12,793.616,498.784,-595.568,-2.3920000000000003,597.2,-1340.448,-1691.216,451.896,1035.936,1208.84,1020.256
344.12,658.616,401.784,-504.568,12.608,489.2,-1245.448,-1591.216,289.896,867.936,1049.84,899.256
292.12,523.616,303.784,-412.568,27.608,380.2,-1149.448,-1491.216,128.89600000000002,699.936,890.84,778.256
241.12,387.616,206.784,-321.568,41.608,272.2,-1054.448,-1391.216,-33.104,532.936,731.84,657.256
190.12,252.61599999999999,109.78399999999999,-229.56799999999998,56.608,164.2,-958.448,-1292.216,-193.10399999999998,364.93600000000004,572.84,536.256
139.12,117.616,11.783999999999999,-138.56799999999998,71.608,56.2,-863.448,-1192.216,-355.104,196.936,413.84000000000003,415.256
88.12,-17.384,-84.21600000000001,-47.568,85.608,-52.8,-767.448,-1092.216,-516.104,29.936000000000007,254.84,294.256
66.12,-60.384,-111.21600000000001,-13.567999999999998,86.608,-83.8,-684.448,-978.216,-532.104,-30.063999999999993,185.84,236.256
60.12,-54.384,-101.21600000000001,-10.567999999999998,78.608,-75.8,-607.448,-857.216,-472.104,-33.06399999999999,163.84,211.256
54.12,-48.384,-91.21600000000001,-7.567999999999998,71.608,-67.8,-530.448,-737.216,-412.104,-37.06399999999999,140.84,186.256
48.12,-42.384,-81.21600000000001,-4.567999999999998,63.608,-61.8,-453.448,-616.216,-352.104,-41.06399999999999,118.84,162.256
42.12,-36.384,-72.21600000000001,-1.5679999999999978,56.608,-53.8,-376.448,-495.216,-292.104,-44.06399999999999,96.84,137.256
36.12,-30.384,-62.216,1.4320000000000022,48.608,-46.8,-299.448,-375.216,-232.10399999999998,-48.06399999999999,73.84,112.256
30.119999999999997,-25.384,-52.216,4.432000000000002,41.608,-38.8,-222.448,-254.216,-172.10399999999998,-51.06399999999999,51.84,87.256
26.119999999999997,-19.384,-45.216,3.432000000000002,36.608,-33.8,-179.448,-189.216,-137.10399999999998,-45.06399999999999,43.84,75.256
23.119999999999997,-15.384,-40.216,0.43200000000000216,31.608,-28.799999999999997,-155.448,-154.216,-116.104,-34.06399999999999,42.84,69.256
20.119999999999997,-10.384,-34.216,-3.567999999999998,27.608,-23.799999999999997,-130.448,-119.21600000000001,-95.104,-23.063999999999993,40.84,63.256
17.119999999999997,-5.384,-28.216,-6.567999999999998,23.608,-19.799999999999997,-105.44800000000001,-84.21600000000001,-74.104,-11.063999999999993,39.84,58.256
14.119999999999997,-1.3840000000000003,-22.216,-9.567999999999998,19.608,-14.799999999999997,-80.44800000000001,-49.216,-52.104,-0.06399999999999295,38.84,52.256
11.119999999999997,3.6159999999999997,-16.216,-13.567999999999998,14.608,-10.799999999999997,-56.448,-14.216000000000001,-31.104,10.936000000000007,37.84,46.256
8.119999999999997,8.616,-10.216000000000001,-16.567999999999998,10.608,-5.799999999999997,-31.448,20.784,-9.104,22.936000000000007,36.84,40.256
8.119999999999997,9.616,-7.216000000000001,-16.567999999999998,8.608,-3.799999999999997,-16.448,36.784,-0.1039999999999992,24.936000000000007,33.84,36.256
8.119999999999997,7.616,-7.216000000000001,-14.567999999999998,8.608,-2.799999999999997,-7.448,41.784,2.896000000000001,21.936000000000007,30.840000000000003,33.256
8.119999999999997,6.616,-6.216000000000001,-12.567999999999998,7.608,-2.799999999999997,2.5519999999999996,46.784,5.896000000000001,18.936000000000007,26.840000000000003,30.256
9.119999999999997,4.616,-5.216000000000001,-10.567999999999998,7.608,-1.7999999999999972,11.552,51.784,8.896,15.936000000000007,22.840000000000003,26.256
9.119999999999997,3.6159999999999997,-5.216000000000001,-8.567999999999998,7.608,-0.7999999999999972,20.552,56.784,11.896,12.936000000000007,19.840000000000003,23.256
9.119999999999997,1.6159999999999997,-4.216000000000001,-6.567999999999998,6.608,0.20000000000000284,30.552,61.784,14.896,9.936000000000007,15.840000000000003,20.256
9.119999999999997,0.6159999999999997,-4.216000000000001,-4.567999999999998,6.608,0.20000000000000284,39.552,66.78399999999999,16.896,6.936000000000007,12.840000000000003,17.256
10.119999999999997,1.6159999999999997,-4.216000000000001,-4.567999999999998,6.608,1.2000000000000028,42.552,73.78399999999999,19.896,6.936000000000007,11.840000000000003,16.256
11.119999999999997,3.6159999999999997,-4.216000000000001,-6.567999999999998,7.608,1.2000000000000028,40.552,81.78399999999999,22.896,8.936000000000007,12.840000000000003,16.256
12.119999999999997,4.616,-4.216000000000001,-7.567999999999998,8.608,2.200000000000003,39.552,89.78399999999999,25.896,11.936000000000007,12.840000000000003,17.256
13.119999999999997,6.616,-4.216000000000001,-9.567999999999998,9.608,3.200000000000003,37.552,97.78399999999999,28.896,13.936000000000007,13.840000000000003,17.256
13.119999999999997,8.616,-4.216000000000001,-10.567999999999998,9.608,3.200000000000003,36.552,105.78399999999999,31.896,16.936000000000007,14.840000000000003,17.256
14.119999999999997,10.616,-4.216000000000001,-12.567999999999998,10.608,4.200000000000003,34.552,113.78399999999999,34.896,18.936000000000007,15.840000000000003,18.256
15.119999999999997,12.616,-4.216000000000001,-13.567999999999998,11.608,4.200000000000003,33.552,121.78399999999999,36.896,21.936000000000007,15.840000000000003,18.256
16.119999999999997,14.616,-2.216000000000001,-15.567999999999998,11.608,6.200000000000003,34.552,126.78399999999999,40.896,23.936000000000007,17.840000000000003,19.256
17.119999999999997,17.616,-1.216000000000001,-17.567999999999998,11.608,8.200000000000003,36.552,130.784,44.896,25.936000000000007,19.840000000000003,21.256
18.119999999999997,19.616,0.7839999999999989,-18.567999999999998,10.608,10.200000000000003,37.552,134.784,48.896,28.936000000000007,20.840000000000003,22.256
19.119999999999997,22.616,2.783999999999999,-20.567999999999998,9.608,12.200000000000003,39.552,139.784,53.896,30.936000000000007,22.840000000000003,23.256
20.119999999999997,24.616,3.783999999999999,-22.567999999999998,9.608,14.200000000000003,41.552,143.784,57.896,32.93600000000001,24.840000000000003,24.256
21.119999999999997,27.616,5.783999999999999,-24.567999999999998,8.608,17.200000000000003,43.552,147.784,61.896,34.93600000000001,26.840000000000003,26.256
22.119999999999997,30.616,7.783999999999999,-26.567999999999998,8.608,19.200000000000003,45.552,151.784,65.896,37.93600000000001,28.840000000000003,27.256
25.119999999999997,33.616,8.783999999999999,-29.567999999999998,8.608,21.200000000000003,46.552,155.784,69.896,40.93600000000001,30.840000000000003,28.256
28.119999999999997,37.616,8.783999999999999,-32.568,10.608,23.200000000000003,46.552,159.784,74.896,43.93600000000001,31.840000000000003,29.256
32.12,40.616,9.783999999999999,-36.568,11.608,25.200000000000003,46.552,163.784,78.896,46.93600000000001,33.84,29.256
36.12,44.616,10.783999999999999,-39.568,12.608,27.200000000000003,46.552,168.784,83.896,49.93600000000001,34.84,30.256
39.12,48.616,10.783999999999999,-42.568,13.608,29.200000000000003,46.552,172.784,87.896,52.93600000000001,36.84,31.256
43.12,51.616,11.783999999999999,-46.568,15.608,32.2,46.552,176.784,91.896,55.93600000000001,37.84,32.256
46.12,55.616,11.783999999999999,-49.568,16.608,34.2,46.552,180.784,96.896,58.93600000000001,39.84,32.256
47.12,57.616,12.783999999999999,-51.568,16.608,35.2,44.552,185.784,100.896,62.93600000000001,41.84,34.256
47.12,59.616,13.783999999999999,-52.568,16.608,36.2,41.552,191.784,105.896,65.936,43.84,36.256
46.12,60.616,14.783999999999999,-53.568,15.608,38.2,38.552,197.784,109.896,68.936,46.84,38.256
45.12,61.616,15.783999999999999,-54.568,14.608,39.2,35.552,203.784,113.896,71.936,48.84,40.256
45.12,62.616,16.784,-54.568,14.608,40.2,31.552,209.784,117.896,74.936,50.84,42.256
44.12,64.616,17.784,-55.568,13.608,41.2,28.552,215.784,122.896,77.936,52.84,44.256
44.12,65.616,18.784,-56.568,13.608,42.2,25.552,220.784,126.896,80.936,55.84,46.256
45.12,67.616,18.784,-58.568,13.608,43.2,25.552,227.784,132.89600000000002,85.936,58.84,48.256
48.12,70.616,18.784,-60.568,15.608,44.2,27.552,235.784,139.89600000000002,91.936,63.84,51.256
51.12,72.616,18.784,-63.568,16.608,46.2,29.552,243.784,146.89600000000002,97.936,67.84,54.256
54.12,75.616,18.784,-65.568,18.608,47.2,31.552,251.784,152.89600000000002,103.936,72.84,57.256
57.12,77.616,18.784,-68.568,19.608,48.2,33.552,258.784,159.89600000000002,109.936,76.84,60.256
60.12,80.616,18.784,-70.568,21.608,49.2,35.552,266.784,166.89600000000002,115.936,80.84,63.256
63.12,83.616,18.784,-73.568,22.608,50.2,37.552,274.784,173.89600000000002,121.936,85.84,66.256
67.12,87.616,18.784,-77.568,24.608,53.2,37.552,283.784,182.89600000000002,128.936,90.84,69.256
72.12,94.616,20.784,-83.568,27.608,57.2,36.552,294.784,193.89600000000002,135.936,94.84,72.256
77.12,100.616,21.784,-88.568,29.608,61.2,34.552,304.784,203.89600000000002,142.936,99.84,75.256
82.12,106.616,23.784,-94.568,32.608,65.2,33.552,315.784,213.89600000000002,149.936,104.84,78.256
86.12,113.616,24.784,-99.568,34.608,69.2,32.552,325.784,224.89600000000002,156.936,109.84,81.256
91.12,119.616,26.784,-105.568,37.608,73.2,31.552,336.784,234.89600000000002,163.936,114.84,84.256
96.12,125.616,27.784,-110.568,40.608,77.2,30.552,347.784,245.89600000000002,170.936,119.84,87.256
99.12,130.61599999999999,29.784,-115.568,40.608,81.2,33.552,359.784,255.89600000000002,177.936,124.84,92.256
101.12,135.61599999999999,32.784,-118.568,39.608,85.2,38.552,373.784,266.896,185.936,129.84,97.256
103.12,140.61599999999999,35.784,-121.568,37.608,88.2,43.552,387.784,277.896,192.936,134.84,102.256
105.12,145.61599999999999,38.784,-124.568,36.608,92.2,47.552,401.784,288.896,200.936,140.84,108.256
107.12,149.61599999999999,41.784,-128.56799999999998,35.608,96.2,52.552,415.784,299.896,208.936,145.84,113.256
110.12,154.61599999999999,44.784,-131.56799999999998,34.608,99.2,57.552,429.784,310.896,215.936,150.84,118.256
112.12,159.61599999999999,46.784,-134.56799999999998,33.608,103.2,62.552,443.784,320.896,223.936,156.84,124.256
118.12,168.61599999999999,49.784,-142.56799999999998,35.608,109.2,61.552,460.784,335.896,234.936,163.84,130.256
127.12,179.61599999999999,51.784,-152.56799999999998,38.608,116.2,57.552,479.784,352.896,247.936,172.84,137.256
136.12,190.61599999999999,54.784,-162.56799999999998,41.608,123.2,53.552,498.784,369.896,261.93600000000004,181.84,145.256
145.12,201.61599999999999,56.784,-172.56799999999998,44.608,129.2,48.552,517.784,386.896,274.93600000000004,190.84,152.256
154.12,212.61599999999999,58.784,-182.56799999999998,48.608,136.2,45.552,536.784,402.896,288.93600000000004,198.84,159.256
163.12,223.61599999999999,60.784,-193.56799999999998,51.608,143.2,41.552,555.784,419.896,301.93600000000004,207.84,166.256
172.12,234.61599999999999,63.784,-203.56799999999998,54.608,150.2,37.552,574.784,436.896,314.93600000000004,216.84,174.256
181.12,247.61599999999999,66.78399999999999,-213.56799999999998,57.608,158.2,31.552,595.784,458.896,331.93600000000004,227.84,183.256
189.12,260.616,71.78399999999999,-224.56799999999998,59.608,167.2,24.552,616.784,482.896,348.93600000000004,240.84,193.256
198.12,273.616,76.78399999999999,-235.56799999999998,61.608,176.2,17.552,637.784,506.896,366.93600000000004,253.84,204.256
206.12,286.616,81.78399999999999,-246.56799999999998,63.608,185.2,11.552,659.784,530.896,384.93600000000004,266.84000000000003,214.256
214.12,299.616,85.78399999999999,-257.568,65.608,194.2,4.552,680.784,554.896,401.93600000000004,278.84000000000003,225.256
223.12,312.616,90.78399999999999,-268.568,68.608,203.2,-2.4480000000000004,701.784,578.896,419.93600000000004,291.84000000000003,235.256
231.12,326.616,95.78399999999999,-278.568,70.608,212.2,-9.448,722.784,602.896,437.93600000000004,304.84000000000003,246.256
241.12,339.616,98.78399999999999,-290.568,73.608,220.2,-10.448,742.784,626.896,455.93600000000004,317.84000000000003,256.256
251.12,352.616,101.78399999999999,-301.568,77.608,228.2,-7.448,760.784,650.896,475.93600000000004,331.84000000000003,266.256
261.12,365.616,103.78399999999999,-313.568,80.608,235.2,-4.448,778.784,673.896,494.93600000000004,344.84000000000003,276.256
272.12,378.616,106.78399999999999,-324.568,84.608,243.2,-2.4480000000000004,796.784,697.896,513.936,358.84000000000003,286.256
282.12,391.616,108.78399999999999,-336.568,88.608,250.2,0.5519999999999996,814.784,720.896,532.936,372.84000000000003,296.256
292.12,404.616,111.78399999999999,-348.568,91.608,258.2,3.5519999999999996,832.784,744.896,551.936,386.84000000000003,306.256
303.12,417.616,114.78399999999999,-359.568,95.608,266.2,5.552,851.784,768.896,570.936,399.84000000000003,316.256
312.12,428.616,116.78399999999999,-369.568,98.608,273.2,3.5519999999999996,866.784,787.896,587.936,411.84000000000003,324.256
320.12,439.616,118.78399999999999,-379.568,101.608,279.2,-3.4480000000000004,880.784,805.896,601.936,420.84000000000003,332.256
328.12,450.616,121.78399999999999,-389.568,103.608,286.2,-9.448,895.784,822.896,616.936,430.84000000000003,339.256
336.12,460.616,123.78399999999999,-398.568,106.608,293.2,-16.448,909.784,840.896,631.936,440.84000000000003,347.256
345.12,471.616,126.78399999999999,-408.568,108.608,299.2,-22.448,923.784,858.896,645.936,449.84000000000003,354.256
