I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
23.119999999999997,21.616,1.783999999999999,-20.567999999999998,13.608,11.200000000000003,31.552,145.784,55.896,21.936000000000007,20.840000000000003,8.256
26.119999999999997,27.616,3.783999999999999,-25.567999999999998,13.608,16.200000000000003,27.552,150.784,58.896,25.936000000000007,21.840000000000003,8.256
27.119999999999997,29.616,5.783999999999999,-27.567999999999998,12.608,18.200000000000003,28.552,153.784,63.896,29.936000000000007,24.840000000000003,10.256
28.119999999999997,32.616,6.783999999999999,-28.567999999999998,11.608,19.200000000000003,29.552,156.784,69.896,33.93600000000001,28.840000000000003,13.256
29.119999999999997,34.616,7.783999999999999,-30.567999999999998,10.608,20.200000000000003,31.552,160.784,74.896,37.93600000000001,31.840000000000003,15.256
29.119999999999997,36.616,8.783999999999999,-32.568,9.608,21.200000000000003,33.552,163.784,79.896,42.93600000000001,34.84,17.256
30.119999999999997,39.616,10.783999999999999,-33.568,8.608,23.200000000000003,34.552,166.784,85.896,46.93600000000001,37.84,20.256
31.119999999999997,41.616,11.783999999999999,-35.568,7.608,24.200000000000003,36.552,169.784,90.896,50.93600000000001,41.84,22.256
31.119999999999997,43.616,12.783999999999999,-36.568,7.608,25.200000000000003,37.552,172.784,96.896,54.93600000000001,44.84,24.256
35.12,46.616,11.783999999999999,-40.568,9.608,27.200000000000003,38.552,176.784,100.896,56.93600000000001,46.84,26.256
39.12,49.616,9.783999999999999,-43.568,11.608,28.200000000000003,39.552,180.784,103.896,57.93600000000001,47.84,28.256
43.12,52.616,8.783999999999999,-47.568,14.608,29.200000000000003,40.552,184.784,107.896,59.93600000000001,48.84,30.256
47.12,55.616,6.783999999999999,-50.568,16.608,30.200000000000003,41.552,189.784,110.896,61.93600000000001,49.84,32.256
51.12,57.616,4.783999999999999,-54.568,19.608,32.2,42.552,193.784,114.896,62.93600000000001,51.84,34.256
55.12,60.616,2.783999999999999,-57.568,22.608,33.2,43.552,197.784,117.896,64.936,52.84,36.256
59.12,63.616,1.783999999999999,-61.568,24.608,34.2,44.552,201.784,121.896,65.936,53.84,38.256
62.12,67.616,2.783999999999999,-64.568,26.608,36.2,40.552,209.784,128.89600000000002,70.936,56.84,42.256
65.12,70.616,4.783999999999999,-67.568,27.608,38.2,35.552,217.784,135.89600000000002,75.936,60.84,45.256
68.12,74.616,6.783999999999999,-70.568,29.608,41.2,30.552,225.784,143.89600000000002,80.936,63.84,49.256
71.12,77.616,8.783999999999999,-74.568,30.608,43.2,25.552,233.784,150.89600000000002,85.936,67.84,53.256
73.12,81.616,10.783999999999999,-77.568,31.608,45.2,19.552,241.784,158.89600000000002,91.936,70.84,57.256
76.12,84.616,12.783999999999999,-80.568,33.608,47.2,14.552,249.784,165.89600000000002,96.936,74.84,60.256
79.12,88.616,14.783999999999999,-83.568,34.608,49.2,9.552,257.784,172.89600000000002,101.936,77.84,64.256
83.12,92.616,13.783999999999999,-87.568,36.608,51.2,9.552,266.784,183.89600000000002,110.936,84.84,69.256
86.12,96.616,11.783999999999999,-90.568,38.608,54.2,10.552,274.784,194.89600000000002,121.936,91.84,73.256
90.12,100.616,10.783999999999999,-94.568,39.608,56.2,11.552,283.784,205.89600000000002,131.936,98.84,78.256
93.12,104.616,8.783999999999999,-98.568,41.608,58.2,12.552,292.784,215.89600000000002,141.936,106.84,83.256
97.12,108.616,6.783999999999999,-102.568,43.608,61.2,13.552,300.784,226.89600000000002,151.936,113.84,87.256
100.12,112.616,4.783999999999999,-105.568,45.608,63.2,14.552,309.784,237.89600000000002,162.936,120.84,92.256
104.12,116.616,3.783999999999999,-109.568,46.608,65.2,14.552,317.784,248.89600000000002,172.936,127.84,97.256
111.12,124.616,5.783999999999999,-116.568,49.608,70.2,10.552,328.784,259.896,181.936,133.84,101.256
118.12,132.61599999999999,7.783999999999999,-124.568,52.608,75.2,4.552,340.784,270.896,190.936,139.84,105.256
125.12,141.61599999999999,10.783999999999999,-132.56799999999998,55.608,80.2,-0.4480000000000004,351.784,281.896,199.936,144.84,109.256
133.12,150.61599999999999,12.783999999999999,-140.56799999999998,58.608,85.2,-5.448,363.784,292.896,208.936,149.84,112.256
140.12,158.61599999999999,15.783999999999999,-148.56799999999998,60.608,90.2,-11.448,374.784,303.896,217.936,155.84,116.256
147.12,167.61599999999999,18.784,-156.56799999999998,63.608,95.2,-16.448,385.784,314.896,226.936,160.84,120.256
154.12,175.61599999999999,20.784,-164.56799999999998,66.608,100.2,-22.448,397.784,325.896,235.936,166.84,124.256
160.12,183.61599999999999,22.784,-171.56799999999998,68.608,105.2,-26.448,413.784,342.896,249.936,175.84,132.256
166.12,191.61599999999999,25.784,-178.56799999999998,70.608,110.2,-30.448,429.784,359.896,263.93600000000004,186.84,141.256
171.12,198.61599999999999,27.784,-184.56799999999998,72.608,114.2,-34.448,446.784,377.896,277.93600000000004,196.84,149.256
177.12,206.61599999999999,29.784,-191.56799999999998,74.608,119.2,-37.448,463.784,395.896,292.93600000000004,207.84,158.256
183.12,213.61599999999999,32.784,-197.56799999999998,76.608,124.2,-41.448,480.784,412.896,306.93600000000004,217.84,167.256
188.12,221.61599999999999,34.784,-204.56799999999998,78.608,129.2,-45.448,496.784,430.896,320.93600000000004,228.84,176.256
194.12,228.61599999999999,36.784,-211.56799999999998,80.608,134.2,-49.448,513.784,448.896,334.93600000000004,238.84,184.256
204.12,242.61599999999999,39.784,-222.56799999999998,84.608,142.2,-54.448,531.784,470.896,352.93600000000004,251.84,194.256
215.12,256.616,42.784,-235.56799999999998,88.608,150.2,-59.448,550.784,492.896,370.93600000000004,265.84000000000003,204.256
226.12,270.616,45.784,-248.56799999999998,91.608,159.2,-64.44800000000001,568.784,514.896,388.93600000000004,279.84000000000003,214.256
237.12,285.616,48.784,-260.568,95.608,168.2,-69.44800000000001,586.784,537.896,406.93600000000004,292.84000000000003,224.256
248.12,299.616,50.784,-273.568,99.608,176.2,-74.44800000000001,605.784,559.896,424.93600000000004,306.84000000000003,234.256
259.12,313.616,53.784,-286.568,103.608,185.2,-79.44800000000001,623.784,582.896,442.93600000000004,320.84000000000003,244.256
270.12,327.616,56.784,-299.568,107.608,193.2,-84.44800000000001,642.784,604.896,460.93600000000004,333.84000000000003,254.256
280.12,339.616,57.784,-310.568,112.608,199.2,-86.44800000000001,659.784,628.896,479.93600000000004,347.84000000000003,264.256
291.12,350.616,58.784,-320.568,117.608,205.2,-89.44800000000001,676.784,652.896,498.93600000000004,361.84000000000003,274.256
302.12,361.616,59.784,-331.568,122.608,211.2,-91.44800000000001,693.784,675.896,517.936,375.84000000000003,284.256
312.12,372.616,59.784,-342.568,127.608,217.2,-93.44800000000001,710.784,699.896,537.936,389.84000000000003,294.256
323.12,383.616,60.784,-352.568,132.608,223.2,-96.44800000000001,728.784,723.896,556.936,403.84000000000003,304.256
333.12,394.616,61.784,-363.568,137.608,229.2,-98.44800000000001,745.784,747.896,575.936,417.84000000000003,314.256
344.12,405.616,61.784,-374.568,142.608,235.2,-100.44800000000001,762.784,771.896,595.936,431.84000000000003,324.256
352.12,414.616,63.784,-383.568,145.608,240.2,-107.44800000000001,772.784,788.896,612.936,443.84000000000003,334.256
360.12,423.616,64.78399999999999,-391.568,149.608,245.2,-114.44800000000001,781.784,805.896,629.936,455.84000000000003,344.256
368.12,433.616,65.78399999999999,-400.568,152.608,250.2,-121.44800000000001,790.784,821.896,646.936,466.84000000000003,354.256
376.12,442.616,66.78399999999999,-408.568,156.608,255.2,-128.448,799.784,837.896,663.936,478.84000000000003,363.256
384.12,451.616,68.78399999999999,-417.568,159.608,260.2,-135.448,807.784,853.896,680.936,490.84000000000003,373.256
392.12,460.616,69.78399999999999,-426.568,163.608,265.2,-142.448,816.784,870.896,697.936,501.84000000000003,383.256
400.12,469.616,70.78399999999999,-434.568,166.608,270.2,-149.448,825.784,886.896,714.936,513.84,393.256
405.12,475.616,72.78399999999999,-440.568,168.608,274.2,-152.448,829.784,895.896,721.936,517.84,396.256
409.12,481.616,73.78399999999999,-445.568,169.608,278.2,-155.448,833.784,902.896,727.936,521.84,398.256
414.12,487.616,75.78399999999999,-450.568,171.608,281.2,-157.448,837.784,910.896,733.936,524.84,400.256
418.12,493.616,76.78399999999999,-455.568,172.608,285.2,-159.448,840.784,917.896,738.936,528.84,402.256
422.12,499.616,77.78399999999999,-460.568,173.608,289.2,-162.448,844.784,924.896,744.936,531.84,404.256
427.12,505.616,79.78399999999999,-466.568,175.608,293.2,-164.448,847.784,932.896,750.936,535.84,406.256
431.12,511.616,80.78399999999999,-471.568,176.608,297.2,-166.448,851.784,939.896,756.936,538.84,408.256
426.12,506.616,80.78399999999999,-466.568,174.608,294.2,-162.448,845.784,932.896,747.936,532.84,403.256
419.12,499.616,79.78399999999999,-459.568,170.608,291.2,-157.448,836.784,921.896,735.936,524.84,397.256
413.12,492.616,79.78399999999999,-452.568,167.608,287.2,-151.448,828.784,911.896,724.936,516.84,391.256
406.12,485.616,78.78399999999999,-446.568,164.608,284.2,-146.448,820.784,900.896,713.936,508.84000000000003,385.256
400.12,478.616,78.78399999999999,-439.568,161.608,280.2,-141.448,812.784,890.896,701.936,500.84000000000003,379.256
393.12,471.616,77.78399999999999,-432.568,157.608,277.2,-136.448,804.784,880.896,690.936,493.84000000000003,373.256
387.12,465.616,77.78399999999999,-426.568,154.608,273.2,-130.448,796.784,869.896,678.936,485.84000000000003,367.256
371.12,450.616,77.78399999999999,-411.568,146.608,266.2,-122.44800000000001,777.784,842.896,654.936,467.84000000000003,354.256
355.12,433.616,78.78399999999999,-394.568,138.608,258.2,-113.44800000000001,756.784,811.896,627.936,446.84000000000003,340.256
338.12,417.616,79.78399999999999,-378.568,130.608,250.2,-105.44800000000001,736.784,781.896,599.936,426.84000000000003,325.256
321.12,400.616,80.78399999999999,-361.568,121.608,242.2,-96.44800000000001,715.784,750.896,572.936,406.84000000000003,311.256
305.12,384.616,81.78399999999999,-345.568,113.608,234.2,-87.44800000000001,694.784,720.896,545.936,386.84000000000003,296.256
288.12,368.616,81.78399999999999,-329.568,104.608,226.2,-79.44800000000001,674.784,689.896,518.936,366.84000000000003,281.256
271.12,351.616,82.78399999999999,-312.568,96.608,218.2,-70.44800000000001,653.784,658.896,491.93600000000004,346.84000000000003,267.256
255.12,331.616,78.78399999999999,-294.568,90.608,206.2,-61.448,627.784,626.896,463.93600000000004,325.84000000000003,252.256
239.12,310.616,73.78399999999999,-275.568,84.608,193.2,-53.448,601.784,594.896,436.93600000000004,305.84000000000003,236.256
223.12,289.616,68.78399999999999,-256.568,78.608,180.2,-45.448,574.784,561.896,408.93600000000004,285.84000000000003,221.256
207.12,268.616,62.784,-238.56799999999998,73.608,167.2,-36.448,548.784,529.896,381.93600000000004,264.84000000000003,206.256
190.12,247.61599999999999,57.784,-219.56799999999998,67.608,154.2,-28.448,521.784,496.896,353.93600000000004,244.84,191.256
174.12,226.61599999999999,52.784,-200.56799999999998,61.608,141.2,-19.448,494.784,463.896,326.93600000000004,223.84,175.256
158.12,205.61599999999999,46.784,-182.56799999999998,55.608,128.2,-11.448,468.784,431.896,298.93600000000004,203.84,160.256
147.12,191.61599999999999,43.784,-169.56799999999998,51.608,119.2,-7.448,443.784,404.896,276.93600000000004,188.84,148.256
137.12,178.61599999999999,41.784,-158.56799999999998,48.608,111.2,-4.448,418.784,378.896,255.936,174.84,137.256
127.12,166.61599999999999,38.784,-147.56799999999998,44.608,104.2,-1.4480000000000004,393.784,352.896,234.936,159.84,125.256
117.12,153.61599999999999,36.784,-135.56799999999998,40.608,96.2,1.5519999999999996,368.784,326.896,212.936,145.84,114.256
107.12,141.61599999999999,33.784,-124.568,37.608,88.2,4.552,343.784,300.896,191.936,131.84,102.256
97.12,128.61599999999999,30.784,-113.568,33.608,80.2,7.552,319.784,274.896,170.936,117.84,91.256
87.12,116.616,28.784,-101.568,29.608,73.2,10.552,294.784,248.89600000000002,149.936,103.84,79.256
78.12,105.616,26.784,-92.568,26.608,67.2,10.552,273.784,229.89600000000002,135.936,93.84,71.256
70.12,95.616,25.784,-82.568,22.608,61.2,9.552,253.784,211.89600000000002,122.936,84.84,64.256
61.12,85.616,23.784,-73.568,18.608,55.2,9.552,232.784,193.89600000000002,109.936,75.84,57.256
53.12,75.616,21.784,-64.568,15.608,49.2,8.552,212.784,176.89600000000002,96.936,67.84,50.256
44.12,65.616,20.784,-55.568,11.608,43.2,8.552,192.784,158.89600000000002,83.936,58.84,42.256
36.12,54.616,18.784,-45.568,8.608,37.2,7.552,172.784,140.89600000000002,71.936,49.84,35.256
27.119999999999997,44.616,17.784,-36.568,4.608,31.200000000000003,7.552,152.784,123.896,58.93600000000001,40.84,28.256
24.119999999999997,39.616,15.783999999999999,-32.568,3.6079999999999997,28.200000000000003,10.552,140.784,111.896,49.93600000000001,35.84,24.256
22.119999999999997,35.616,12.783999999999999,-29.567999999999998,3.6079999999999997,25.200000000000003,14.552,129.784,100.896,41.93600000000001,30.840000000000003,22.256
19.119999999999997,30.616,10.783999999999999,-26.567999999999998,2.6079999999999997,22.200000000000003,17.552,119.78399999999999,89.896,34.93600000000001,26.840000000000003,19.256
17.119999999999997,26.616,8.783999999999999,-22.567999999999998,2.6079999999999997,18.200000000000003,21.552,108.78399999999999,78.896,26.936000000000007,22.840000000000003,16.256
15.119999999999997,22.616,5.783999999999999,-19.567999999999998,1.6079999999999997,15.200000000000003,25.552,97.78399999999999,68.896,18.936000000000007,17.840000000000003,13.256
13.119999999999997,18.616,3.783999999999999,-16.567999999999998,1.6079999999999997,12.200000000000003,29.552,87.78399999999999,57.896,11.936000000000007,13.840000000000003,11.256
11.119999999999997,13.616,1.783999999999999,-13.567999999999998,1.6079999999999997,9.200000000000003,33.552,76.78399999999999,46.896,3.936000000000007,8.840000000000003,8.256
8.119999999999997,10.616,1.783999999999999,-10.567999999999998,-0.39200000000000035,8.200000000000003,32.552,70.78399999999999,40.896,0.936000000000007,5.840000000000003,5.256
4.119999999999997,8.616,2.783999999999999,-7.567999999999998,-1.3920000000000003,7.200000000000003,30.552,66.78399999999999,35.896,-1.063999999999993,3.8400000000000034,2.2560000000000002
1.1199999999999974,5.616,3.783999999999999,-4.567999999999998,-3.3920000000000003,6.200000000000003,28.552,61.784,30.896,-4.063999999999993,1.8400000000000034,-0.7439999999999998
-1.8800000000000026,3.6159999999999997,4.783999999999999,-1.5679999999999978,-4.392,5.200000000000003,26.552,56.784,25.896,-6.063999999999993,-1.1599999999999966,-2.7439999999999998
-4.880000000000003,0.6159999999999997,5.783999999999999,1.4320000000000022,-5.392,4.200000000000003,24.552,51.784,20.896,-8.063999999999993,-3.1599999999999966,-5.744
-8.880000000000003,-1.3840000000000003,5.783999999999999,4.432000000000002,-6.392,3.200000000000003,22.552,46.784,15.896,-10.063999999999993,-6.159999999999997,-8.744
-11.880000000000003,-4.384,6.783999999999999,7.432000000000002,-7.392,2.200000000000003,20.552,41.784,9.896,-12.063999999999993,-8.159999999999997,-11.744
-13.880000000000003,-7.384,5.783999999999999,10.432000000000002,-8.392,-0.7999999999999972,21.552,38.784,8.896,-13.063999999999993,-8.159999999999997,-11.744
-15.880000000000003,-10.384,4.783999999999999,12.432000000000002,-8.392,-2.799999999999997,23.552,36.784,7.896000000000001,-14.063999999999993,-8.159999999999997,-9.744
-17.880000000000003,-14.384,2.783999999999999,15.432000000000002,-8.392,-5.799999999999997,24.552,34.784,6.896000000000001,-15.063999999999993,-7.159999999999997,-8.744
-19.880000000000003,-17.384,1.783999999999999,18.432000000000002,-9.392,-7.799999999999997,26.552,31.784,5.896000000000001,-15.063999999999993,-7.159999999999997,-7.744
-20.880000000000003,-20.384,0.7839999999999989,21.432000000000002,-9.392,-10.799999999999997,28.552,29.784,4.896000000000001,-16.063999999999993,-6.159999999999997,-6.744
-22.880000000000003,-24.384,-1.216000000000001,23.432000000000002,-9.392,-12.799999999999997,29.552,26.784,3.896000000000001,-17.063999999999993,-6.159999999999997,-5.744
-24.880000000000003,-27.384,-2.216000000000001,26.432000000000002,-9.392,-15.799999999999997,31.552,24.784,2.896000000000001,-17.063999999999993,-6.159999999999997,-4.744
-23.880000000000003,-26.384,-3.216000000000001,24.432000000000002,-8.392,-15.799999999999997,32.552,23.784,1.8960000000000008,-19.063999999999993,-7.159999999999997,-4.744
-21.880000000000003,-24.384,-3.216000000000001,22.432000000000002,-7.392,-14.799999999999997,32.552,22.784,1.8960000000000008,-20.063999999999993,-9.159999999999997,-5.744
-18.880000000000003,-23.384,-3.216000000000001,19.432000000000002,-6.392,-13.799999999999997,32.552,21.784,0.8960000000000008,-22.063999999999993,-10.159999999999997,-6.744
-16.880000000000003,-21.384,-4.216000000000001,17.432000000000002,-5.392,-12.799999999999997,33.552,20.784,0.8960000000000008,-24.063999999999993,-12.159999999999997,-7.744
-14.880000000000003,-19.384,-4.216000000000001,14.432000000000002,-4.392,-11.799999999999997,33.552,19.784,-0.1039999999999992,-25.063999999999993,-14.159999999999997,-8.744
-12.880000000000003,-18.384,-4.216000000000001,12.432000000000002,-3.3920000000000003,-11.799999999999997,33.552,18.784,-0.1039999999999992,-27.063999999999993,-15.159999999999997,-8.744
-10.880000000000003,-16.384,-4.216000000000001,9.432000000000002,-2.3920000000000003,-10.799999999999997,33.552,17.784,-0.1039999999999992,-28.063999999999993,-17.159999999999997,-9.744
-10.880000000000003,-14.384,-4.216000000000001,9.432000000000002,-3.3920000000000003,-8.799999999999997,29.552,17.784,-2.103999999999999,-28.063999999999993,-17.159999999999997,-10.744
-11.880000000000003,-13.384,-2.216000000000001,10.432000000000002,-4.392,-7.799999999999997,23.552,18.784,-4.103999999999999,-27.063999999999993,-16.159999999999997,-12.744
-12.880000000000003,-11.384,-1.216000000000001,11.432000000000002,-5.392,-5.799999999999997,17.552,19.784,-6.103999999999999,-26.063999999999993,-15.159999999999997,-13.744
-13.880000000000003,-10.384,-0.21600000000000108,11.432000000000002,-5.392,-4.799999999999997,12.552,19.784,-8.104,-25.063999999999993,-14.159999999999997,-14.744
-14.880000000000003,-9.384,0.7839999999999989,12.432000000000002,-7.392,-3.799999999999997,6.552,20.784,-9.104,-24.063999999999993,-13.159999999999997,-15.744
-14.880000000000003,-7.384,1.783999999999999,13.432000000000002,-8.392,-1.7999999999999972,0.5519999999999996,21.784,-11.104,-24.063999999999993,-13.159999999999997,-16.744
-15.880000000000003,-6.384,2.783999999999999,13.432000000000002,-9.392,-0.7999999999999972,-4.448,21.784,-13.104,-23.063999999999993,-12.159999999999997,-17.744
-17.880000000000003,-7.384,3.783999999999999,15.432000000000002,-10.392,-1.7999999999999972,-1.4480000000000004,21.784,-12.104,-23.063999999999993,-12.159999999999997,-17.744
-18.880000000000003,-10.384,4.783999999999999,16.432000000000002,-11.392,-2.799999999999997,3.5519999999999996,21.784,-11.104,-24.063999999999993,-13.159999999999997,-16.744
-20.880000000000003,-12.384,5.783999999999999,18.432000000000002,-12.392,-4.799999999999997,8.552,21.784,-9.104,-25.063999999999993,-14.159999999999997,-15.744
-21.880000000000003,-15.384,6.783999999999999,19.432000000000002,-12.392,-5.799999999999997,13.552,20.784,-8.104,-25.063999999999993,-14.159999999999997,-14.744
-22.880000000000003,-17.384,7.783999999999999,20.432000000000002,-13.392,-6.799999999999997,18.552,20.784,-7.103999999999999,-26.063999999999993,-15.159999999999997,-13.744
-24.880000000000003,-20.384,7.783999999999999,22.432000000000002,-14.392,-8.799999999999997,23.552,20.784,-5.103999999999999,-27.063999999999993,-16.159999999999997,-12.744
-25.880000000000003,-22.384,8.783999999999999,23.432000000000002,-14.392,-9.799999999999997,28.552,20.784,-4.103999999999999,-27.063999999999993,-16.159999999999997,-11.744
-23.880000000000003,-19.384,7.783999999999999,21.432000000000002,-13.392,-8.799999999999997,27.552,21.784,-4.103999999999999,-27.063999999999993,-16.159999999999997,-10.744
-20.880000000000003,-15.384,6.783999999999999,17.432000000000002,-12.392,-6.799999999999997,25.552,23.784,-5.103999999999999,-27.063999999999993,-15.159999999999997,-9.744
-17.880000000000003,-11.384,4.783999999999999,14.432000000000002,-10.392,-3.799999999999997,23.552,24.784,-6.103999999999999,-27.063999999999993,-14.159999999999997,-8.744
-14.880000000000003,-7.384,3.783999999999999,10.432000000000002,-9.392,-1.7999999999999972,21.552,26.784,-7.103999999999999,-27.063999999999993,-13.159999999999997,-7.744
-11.880000000000003,-3.3840000000000003,2.783999999999999,7.432000000000002,-7.392,0.20000000000000284,20.552,28.784,-8.104,-27.063999999999993,-12.159999999999997,-6.744
-8.880000000000003,1.6159999999999997,0.7839999999999989,4.432000000000002,-5.392,2.200000000000003,18.552,29.784,-8.104,-27.063999999999993,-12.159999999999997,-6.744
-5.880000000000003,5.616,-0.21600000000000108,0.43200000000000216,-5.392,4.200000000000003,16.552,31.784,-9.104,-27.063999999999993,-11.159999999999997,-5.744
-6.880000000000003,4.616,0.7839999999999989,1.4320000000000022,-5.392,5.200000000000003,15.552,31.784,-9.104,-25.063999999999993,-11.159999999999997,-6.744
-8.880000000000003,2.6159999999999997,2.783999999999999,3.432000000000002,-6.392,6.200000000000003,15.552,29.784,-8.104,-24.063999999999993,-12.159999999999997,-7.744
-10.880000000000003,0.6159999999999997,4.783999999999999,5.432000000000002,-8.392,6.200000000000003,15.552,28.784,-8.104,-23.063999999999993,-13.159999999999997,-9.744
-12.880000000000003,-1.3840000000000003,6.783999999999999,7.432000000000002,-9.392,7.200000000000003,15.552,27.784,-7.103999999999999,-22.063999999999993,-13.159999999999997,-10.744
-13.880000000000003,-3.3840000000000003,8.783999999999999,8.432000000000002,-11.392,7.200000000000003,15.552,26.784,-7.103999999999999,-20.063999999999993,-14.159999999999997,-11.744
-15.880000000000003,-5.384,10.783999999999999,10.432000000000002,-13.392,8.200000000000003,15.552,25.784,-6.103999999999999,-19.063999999999993,-15.159999999999997,-13.744
-17.880000000000003,-7.384,12.783999999999999,12.432000000000002,-14.392,8.200000000000003,15.552,24.784,-6.103999999999999,-18.063999999999993,-15.159999999999997,-14.744
-15.880000000000003,-6.384,11.783999999999999,11.432000000000002,-12.392,7.200000000000003,16.552,25.784,-4.103999999999999,-16.063999999999993,-14.159999999999997,-13.744
-12.880000000000003,-5.384,8.783999999999999,9.432000000000002,-10.392,6.200000000000003,18.552,27.784,-1.1039999999999992,-14.063999999999993,-12.159999999999997,-12.744
-9.880000000000003,-3.3840000000000003,6.783999999999999,7.432000000000002,-7.392,5.200000000000003,20.552,30.784,0.8960000000000008,-13.063999999999993,-11.159999999999997,-10.744
-6.880000000000003,-2.3840000000000003,3.783999999999999,5.432000000000002,-5.392,4.200000000000003,22.552,32.784,2.896000000000001,-11.063999999999993,-9.159999999999997,-9.744
-3.8800000000000026,-1.3840000000000003,1.783999999999999,3.432000000000002,-3.3920000000000003,2.200000000000003,24.552,34.784,4.896000000000001,-9.063999999999993,-7.159999999999997,-7.744
-0.8800000000000026,0.6159999999999997,-1.216000000000001,1.4320000000000022,-1.3920000000000003,1.2000000000000028,26.552,36.784,7.896000000000001,-8.063999999999993,-6.159999999999997,-5.744
2.1199999999999974,1.6159999999999997,-3.216000000000001,-0.5679999999999978,1.6079999999999997,0.20000000000000284,28.552,38.784,9.896,-6.063999999999993,-4.159999999999997,-4.744
-0.8800000000000026,-0.38400000000000034,-2.216000000000001,1.4320000000000022,-0.39200000000000035,-0.7999999999999972,27.552,37.784,9.896,-8.063999999999993,-5.159999999999997,-4.744
-4.880000000000003,-3.3840000000000003,-0.21600000000000108,4.432000000000002,-2.3920000000000003,-2.799999999999997,24.552,35.784,7.896000000000001,-11.063999999999993,-7.159999999999997,-5.744
-8.880000000000003,-6.384,0.7839999999999989,8.432000000000002,-5.392,-3.799999999999997,22.552,34.784,6.896000000000001,-14.063999999999993,-8.159999999999997,-5.744
-12.880000000000003,-9.384,2.783999999999999,11.432000000000002,-6.392,-4.799999999999997,19.552,32.784,5.896000000000001,-17.063999999999993,-10.159999999999997,-6.744
-16.880000000000003,-13.384,4.783999999999999,14.432000000000002,-9.392,-5.799999999999997,17.552,30.784,4.896000000000001,-21.063999999999993,-12.159999999999997,-6.744
-20.880000000000003,-16.384,5.783999999999999,18.432000000000002,-11.392,-6.799999999999997,14.552,29.784,3.896000000000001,-24.063999999999993,-13.159999999999997,-7.744
-24.880000000000003,-19.384,7.783999999999999,21.432000000000002,-14.392,-7.799999999999997,12.552,27.784,2.896000000000001,-27.063999999999993,-15.159999999999997,-7.744
-24.880000000000003,-19.384,7.783999999999999,21.432000000000002,-14.392,-7.799999999999997,13.552,27.784,0.8960000000000008,-26.063999999999993,-15.159999999999997,-8.744
-23.880000000000003,-18.384,6.783999999999999,20.432000000000002,-14.392,-6.799999999999997,15.552,29.784,-1.1039999999999992,-25.063999999999993,-15.159999999999997,-9.744
-22.880000000000003,-17.384,5.783999999999999,19.432000000000002,-13.392,-6.799999999999997,17.552,30.784,-4.103999999999999,-23.063999999999993,-14.159999999999997,-9.744
-21.880000000000003,-16.384,4.783999999999999,18.432000000000002,-13.392,-5.799999999999997,19.552,31.784,-6.103999999999999,-22.063999999999993,-14.159999999999997,-10.744
-20.880000000000003,-15.384,3.783999999999999,17.432000000000002,-12.392,-5.799999999999997,21.552,32.784,-8.104,-20.063999999999993,-13.159999999999997,-10.744
-20.880000000000003,-15.384,2.783999999999999,17.432000000000002,-12.392,-4.799999999999997,23.552,33.784,-10.104,-18.063999999999993,-13.159999999999997,-11.744
-19.880000000000003,-14.384,1.783999999999999,16.432000000000002,-12.392,-4.799999999999997,25.552,34.784,-12.104,-17.063999999999993,-13.159999999999997,-11.744
-17.880000000000003,-12.384,1.783999999999999,14.432000000000002,-11.392,-3.799999999999997,23.552,33.784,-11.104,-16.063999999999993,-11.159999999999997,-11.744
-15.880000000000003,-10.384,2.783999999999999,12.432000000000002,-10.392,-2.799999999999997,20.552,32.784,-9.104,-14.063999999999993,-10.159999999999997,-10.744
-13.880000000000003,-8.384,2.783999999999999,10.432000000000002,-9.392,-1.7999999999999972,18.552,31.784,-7.103999999999999,-13.063999999999993,-9.159999999999997,-10.744
-11.880000000000003,-6.384,3.783999999999999,8.432000000000002,-8.392,-0.7999999999999972,15.552,30.784,-5.103999999999999,-12.063999999999993,-8.159999999999997,-9.744
-10.880000000000003,-4.384,4.783999999999999,7.432000000000002,-7.392,0.20000000000000284,12.552,28.784,-4.103999999999999,-11.063999999999993,-6.159999999999997,-9.744
-8.880000000000003,-2.3840000000000003,5.783999999999999,5.432000000000002,-6.392,0.20000000000000284,9.552,27.784,-2.103999999999999,-10.063999999999993,-5.159999999999997,-8.744
-6.880000000000003,-0.38400000000000034,5.783999999999999,3.432000000000002,-5.392,1.2000000000000028,6.552,26.784,-0.1039999999999992,-9.063999999999993,-4.159999999999997,-8.744
-7.880000000000003,-0.38400000000000034,5.783999999999999,4.432000000000002,-6.392,1.2000000000000028,7.552,24.784,-2.103999999999999,-11.063999999999993,-5.159999999999997,-7.744
-8.880000000000003,-2.3840000000000003,3.783999999999999,5.432000000000002,-7.392,1.2000000000000028,8.552,23.784,-4.103999999999999,-15.063999999999993,-8.159999999999997,-7.744
-9.880000000000003,-3.3840000000000003,2.783999999999999,6.432000000000002,-8.392,1.2000000000000028,10.552,22.784,-7.103999999999999,-18.063999999999993,-10.159999999999997,-7.744
-11.880000000000003,-4.384,1.783999999999999,7.432000000000002,-9.392,1.2000000000000028,11.552,21.784,-10.104,-22.063999999999993,-13.159999999999997,-7.744
-12.880000000000003,-5.384,0.7839999999999989,9.432000000000002,-11.392,1.2000000000000028,13.552,19.784,-13.104,-25.063999999999993,-15.159999999999997,-7.744
-14.880000000000003,-6.384,-0.21600000000000108,10.432000000000002,-12.392,1.2000000000000028,15.552,18.784,-15.104,-28.063999999999993,-18.159999999999997,-7.744
